"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-21","4.03",," 1327","0.00",,,,"74","49","  210","  210","14.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-22","4.03",," 1054","0.01",,,,"91","51","   80","   80","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-23","3.13",," 1326","0.00",,,,"81","50","  260","  260","12.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-24","3.58",," 1345","0.01",,,,"69","49","  230","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-25","3.80",," 1237","0.00",,,,"68","51","  260","  260","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-26","17.67",," 0810","0.00",,,,"84","49","   70","   60","33.1","40.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-27","11.41",," 1034","0.00",,,,"91","55","   60","   70","23.9","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-28","4.70",," 1211","0.00",,,,"79","47","  260","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-29","4.92",," 1309","0.00",,,,"69","43","  220","  220","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-30","6.26",," 1601","0.00",,,,"68","48","  280","  270","14.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-10-31","4.47",," 1325","0.00",,,,"66","50","  270","  270","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-01","3.36",," 1337","0.00",,,,"69","48","  270","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-02","4.92",," 1450","0.00",,,,"73","50","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-03","2.91",," 1301","0.00",,,,"69","50","  260","  260","13.0","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-04","4.25",," 1248","0.00",,,,"78","52","  270","  290","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-05","4.70",," 1125","0.00",,,,"91","52","  270","   60","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-06","8.50",," 1025","0.00",,,,"96","54","   70","   70","25.9","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-07","4.47",," 1206","0.00",,,,"92","55","  210","  210","14.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-08","3.58",," 1318","0.00",,,,"78","50","  240","  240","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-09","3.58",," 1417","0.00",,,,"73","48","  260","  260","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-10","4.70",," 1058","0.00",,,,"84","42","   80","   70","18.1","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-11","6.49",," 1609","0.00",,,,"69","46","  280","  280","23.9","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-12","8.05",," 1021","0.00",,,,"78","43","   80","   70","25.9","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-13","4.70",," 1357","0.00",,,,"71","42","  220","  220","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-14","4.70",," 1307","0.00",,,,"70","52","  210","  210","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-15","5.37",," 1141","0.00",,,,"87","47","   90","   80","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-16","2.46",," 1222","0.00",,,,"73","44","  260","  240","10.1","12.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-17","3.36",," 1230","0.00",,,,"73","46","  250","  230","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-18","2.91",," 1201","0.00",,,,"76","50","  200","  200","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-19","4.03",," 1353","0.00",,,,"84","50","  230","  250","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-20","3.58",," 1222","0.00",,,,"89","52","  260","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-21","3.80",," 1453","0.00",,,,"69","46","  240","  240","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-22","4.70",," 1608","0.00",,,,"68","51","  260","  260","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-23","3.80",," 1321","0.00",,,,"67","45","  200","  200","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-24","4.92",," 1346","0.00",,,,"67","41","  210","  220","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-25","3.13",," 1406","0.00",,,,"65","44","  230","  260","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-26","4.03",," 1417","0.00",,,,"64","40","  270","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-27","7.61",," 2253","0.07",,,,"64","45","   20","   30","6.0","6.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-28","5.59",," 1939","0.00",,,,"62","39","   70","   70","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-29","20.80",," 2256","0.00",,,,"62","34","   50","   60","40.0","47.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-11-30","13.42",," 2357","0.00",,,,"68","38","   60","   60","38.0","45.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-01","5.14",," 2350","0.00",,,,"72","37","   70","   80","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-02","22.82",," 1345","0.00",,,,"77","62","   60","   80","33.1","40.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-03","26.62",," 0905","0.00",,,,"72","60","   70","   80","38.9","46.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-04","13.42",," 1028","0.00",,,,"79","46","   80","   70","25.9","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-05","3.80",," 1250","0.00",,,,"70","39","  240","  240","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-06","2.91",," 1351","0.00",,,,"69","35","  260","  260","8.9","10.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-07","4.92",," 1018","0.00",,,,"82","38","   80","   70","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-08","5.82",," 1337","0.00",,,,"79","48","  220","  220","25.9","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-09","5.59",," 2058","0.75",,,,"66","48","  260","  210","18.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-10","6.71",," 1351","0.03",,,,"62","47","  260","  260","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-11","5.59",," 1348","0.00",,,,"65","44","  220","  220","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-12","2.68",," 1354","0.00",,,,"68","40","  260","  270","12.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-13","3.36",," 0142","0.00",,,,"71","45","  210","  210","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-14","2.68",," 1337","0.00",,,,"72","48","  300","  270","10.1","10.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-15","4.03",," 1452","0.00",,,,"66","43","  220","  220","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-16","7.83",," 1301","0.00",,,,"60","41","  260","  250","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-17","5.82",," 1947","0.00",,,,"59","34","   60","   60","16.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-18","10.29",," 1116","0.00",,,,"61","34","   60","   60","29.1","35.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-19","5.37",," 1409","0.00",,,,"61","31","   60","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-20","4.25",," 1517","0.00",,,,"60","32","   60","  250","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-21","3.58",," 1247","0.00",,,,"59","32","  260","  250","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-22","4.92",," 1333","0.00",,,,"66","41","  280","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-23","7.38",," 0939","0.00",,,,"74","38","   70","   70","21.9","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-24","4.92",," 1420","0.00",,,,"69","39","  240","  240","13.0","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-25","4.25",," 1404","0.00",,,,"77","43","  260","  260","12.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-26","2.91",," 1537","0.00",,,,"69","42","  300","  300","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-27","14.32",," 1228","0.18",,,,"60","45","  280","  280","42.9","49.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-28","9.84",," 2209","0.00",,,,"65","36","   60","   30","23.9","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-29","5.82",," 0025","0.00",,,,"69","36","   50","   60","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-30","4.25",," 1425","0.00",,,,"63","33","  240","  240","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2006-12-31","3.13",," 1313","0.00",,,,"60","34","  240","  230","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-01","5.82",," 1239","0.00",,,,"71","35","  270","  280","18.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-02","11.41",," 0953","0.00",,,,"78","44","   50","   50","33.1","38.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-03","3.36",," 1456","0.00",,,,"68","42","  270","  250","8.9","12.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-04","8.28",," 1755","0.00",,,,"61","38","  280","  270","25.1","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-05","7.16",," 0438","0.00",,,,"61","44","  300","  300","21.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-06","8.05",," 2358","0.00",,,,"66","36","   50","   60","21.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-07","22.82",," 0415","0.00",,,,"75","60","   70","   80","35.1","40.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-08","24.16",," 0633","0.00",,,,"83","65","   70","   80","35.1","45.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-09","9.62",," 0052","0.00",,,,"85","48","   80","   80","23.0","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-10","3.13",," 1613","0.00",,,,"65","43","  220","  240","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-11","5.37",," 1723","0.00",,,,"58","44","  270","  260","18.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-12","9.40",," 1555","0.00",,,,"55","32","  270","  280","25.1","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-13","17.22",," 1126","0.00",,,,"53","34","   70","   70","32.0","38.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-14","5.59",," 2242","0.00",,,,"54","27","   60","   70","21.0","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-15","17.45",," 1150","0.00",,,,"61","37","   60","   70","33.1","42.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-16","13.65",," 0929","0.00",,,,"68","32","   80","   80","25.9","32.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-17","6.93",," 1535","0.00",,,,"57","32","   60","   60","29.1","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-18","7.38",," 0852","0.00",,,,"67","31","  280","   20","17.0","151.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-19","8.50",," 0856","0.00",,,,"72","33","   80","   80","21.9","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-20","4.92",," 2359","0.00",,,,"61","34","   80","   80","6.0","6.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-21","9.62",," 1056","0.00",,,,"67","34","   60","   70","31.1","36.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-22","7.38",," 1018","0.00",,,,"71","31","   60","   60","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-23","4.47",," 1341","0.00",,,,"67","38","  220","  210","13.0","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-24",,," 1444","0.00",,,,"66","40","  270","  230","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-25","3.36",," 1335","0.00",,,,"69","35","  260","  260","8.9","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-26","4.03",," 1458","0.00",,,,"64","34","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-27","3.58",," 2123","0.85",,,,"56","49","   70","  200","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-28","4.70",," 0940","0.32",,,,"58","49","   60","   70","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-29","3.58",," 1435","0.00",,,,"61","46","  260","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-30","2.91",," 2208","0.00",,,,"57","47","   40","   40","4.9","6.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-01-31","4.25",," 1614","0.00",,,,"59","47","  260","  270","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-01","4.47",," 1435","0.00",,,,"60","42","  230","  240","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-02","3.58",," 1536","0.00",,,,"62","38","  260","  260","10.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-03","3.36",," 1418","0.00",,,,"68","37","  270","  270","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-04","4.25",," 1030","0.00",,,,"83","39","   80","   70","17.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-05","6.26",," 1137","0.00",,,,"85","49","  230","  220","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-06","3.58",," 1416","0.00",,,,"69","43","  260","  270","14.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-07","3.58",," 1008","0.00",,,,"61","41","  240","  220","10.1","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-08","3.13",," 1455","0.00",,,,"65","41","  270","  260","10.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-09","3.80",," 1442","0.00",,,,"64","45","  270","  270","18.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-10","5.59",," 2141","0.00",,,,"68","47","  300","  290","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-11","8.72",," 1415","0.04",,,,"64","52","  260","  270","19.9","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-12","6.49",," 2003","0.00",,,,"63","49","  260","  250","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-13","7.16",," 1526","0.00",,,,"66","41","  280","  280","25.9","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-14","6.04",," 1532","0.00",,,,"70","39","  280","  280","18.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-15","3.36",," 2110","0.00",,,,"69","38","  240","  220","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-16","4.25",," 2218","0.00",,,,"83","44","   50","   50","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-17","12.08",," 0942","0.00",,,,"87","55","   60","   60","30.0","38.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-18","6.26",," 1436","0.00",,,,"74","51","  260","  270","30.0","35.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-19","5.14",," 1019","0.00",,,,"62","46","   80","   80","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-20","5.59",," 1351","0.00",,,,"64","42","  200","  200","17.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-21","2.91",," 1417","0.00",,,,"63","42","  230","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-22","6.04",," 1200","0.15",,,,"59","47","  270","  190","17.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-23","8.05",," 1458","0.00",,,,"60","39","  260","  260","25.9","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-24","5.14",," 1540","0.00",,,,"62","35","  270","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-25","9.62",," 1323","0.00",,,,"63","36","  260","  270","30.0","38.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-26","8.95",," 1707","0.00",,,,"62","39","  280","  280","25.9","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-27","16.33",," 1704","0.07",,,,"57","44","  260","  260","28.0","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-02-28","8.05",," 1529","0.00",,,,"60","38","  260","  260","25.9","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-01","5.59",," 1422","0.00",,,,"62","32","  280","  270","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-02","9.17",," 1243","0.00",,,,"73","35","   50","   60","25.1","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-03","16.11",," 1133","0.00",,,,"76","49","   60","   70","33.1","42.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-04","13.65",," 0950","0.00",,,,"80","49","   70","   80","28.0","36.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-05","4.92",," 1345","0.00",,,,"81","43","  270","  280","16.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-06","2.91",," 1553","0.00",,,,"76","53","  280","  220","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-07","3.58",," 1316","0.00",,,,"73","49","  270","  270","18.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-08","4.70",," 1426","0.00",,,,"66","44","  260","  250","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-09","4.03",," 1359","0.00",,,,"62","46","  260","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-10","3.36",," 1219","0.00",,,,"68","42","  280","  240","10.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-11","8.50",," 0925","0.00",,,,"94","44","   60","   50","30.0","38.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-12","4.03",," 1203","0.00",,,,"83","49","  260","  270","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-13","4.47",," 1357","0.00",,,,"71","48","  230","  240","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-14","3.36",," 1447","0.00",,,,"64","50","  240","  220","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-15","2.91",," 1454","0.00",,,,"65","50","  260","  260","10.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-16","2.91",," 1442","0.00",,,,"65","50","  250","  290","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-17","2.91",," 1153","0.00",,,,"64","51","  240","  210","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-18","2.46",," 1535","0.00",,,,"59","55","  250","  260","8.9","12.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-19","3.13",," 1520","0.00",,,,"63","54","  200","  210","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-20","5.59",," 1517","0.00",,,,"59","52","  270","  280","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-21","5.37",," 0153","0.00",,,,"63","46","  270","  280","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-22","8.72",," 1347","0.00",,,,"83","42","  280","  290","25.9","36.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-23","4.92",," 1532","0.00",,,,"72","46","  220","  220","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-24","3.80",," 1338","0.00",,,,"65","48","  230","  240","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-25","3.80",," 1327","0.00",,,,"65","51","  270","  280","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-26","4.92",," 2004","0.00",,,,"60","54","  260","  260","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-27","18.12",," 1415","0.00",,,,"64","48","  340","  340","32.0","40.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-28","8.05",," 0210","0.00",,,,"65","43","  280","  280","21.9","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-29","6.71",," 1347","0.00",,,,"76","40","  260","  280","21.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-30","3.36",," 1140","0.00",,,,"72","42","  220","  220","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-03-31","4.03",," 1240","0.00",,,,"69","41","  240","  230","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-01","3.58",," 1545","0.00",,,,"66","45","  240","  230","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-02","3.36",," 1505","0.00",,,,"66","50","  220","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-03","4.70",," 1205","0.00",,,,"66","49","  260","  220","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-04","3.58",," 1411","0.00",,,,"67","49","  240","  230","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-05","4.25",," 1452","0.00",,,,"68","53","  240","  210","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-06","3.58",," 1534","0.00",,,,"62","55","  260","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-07","3.80",," 1621","0.00",,,,"65","55","  220","  210","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-08","4.03",," 1440","0.00",,,,"65","50","  270","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-09","4.47",," 1414","0.00",,,,"67","47","  200","  220","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-10","4.03",," 1201","0.00",,,,"71","44","  260","  250","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-11","9.17",," 1706","0.00",,,,"69","48","  280","  280","31.1","36.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-12","9.40",," 1338","0.00",,,,"70","43","  260","  330","29.1","38.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-13","7.83",," 1404","0.00",,,,"77","42","  270","  280","23.9","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-14","6.71",," 1740","0.00",,,,"65","42","  270","  290","21.9","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-15","11.41",," 1413","0.00",,,,"66","42","  280","  270","32.0","38.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-16","5.59",," 1243","0.00",,,,"66","44","  220","  210","18.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-17","4.25",," 1619","0.00",,,,"63","44","  280","  260","16.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-18","8.95",," 1540","0.00",,,,"67","43","  260","  260","25.9","32.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-19","7.61",," 1258","0.00",,,,"67","39","  260","  260","18.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-20","8.50",," 0909","0.52",,,,"57","45","  280","   40","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-21","5.37",," 1246","0.00",,,,"62","41","  210","  210","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-22","4.25",," 1048","0.00",,,,"61","50","  200","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-23","4.92",," 1532","0.00",,,,"67","44","  260","  260","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-24","4.25",," 1105","0.00",,,,"69","45","  260","  250","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-25","4.25",," 1143","0.00",,,,"73","49","  260","  220","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-26","4.92",," 1502","0.00",,,,"67","49","  230","  220","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-27","4.03",," 1040","0.00",,,,"75","48","  260","  260","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-28","5.14",," 1103","0.00",,,,"71","52","  230","  230","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-29","4.25",," 1307","0.00",,,,"65","53","  270","  230","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-04-30","3.58",," 1553","0.00",,,,"66","53","  240","  220","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-01","5.59",," 1230","0.00",,,,"67","52","  270","  240","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-02","7.61",," 1635","0.00",,,,"66","52","  270","  260","23.9","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-03","6.71",," 1353","0.00",,,,"68","48","  280","  270","23.9","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-04","9.40",," 1439","0.00",,,,"65","46","  270","  260","28.0","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-05","4.70",," 1200","0.00",,,,"68","45","  260","  250","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-06","10.29",," 0949","0.00",,,,"85","50","   70","   70","25.9","32.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-07","8.72",," 0848","0.00",,,,"94","50","   60","   80","25.9","35.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-08","5.37",," 1447","0.00",,,,"88","50","  260","  270","16.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-09","4.25",," 1307","0.00",,,,"72","49","  260","  260","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-10","3.80",," 1432","0.00",,,,"69","51","  260","  270","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-11","5.37",," 0946","0.00",,,,"65","47","  260","   20","14.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2007-05-12","4.25",," 1352","0.00",,,,"65","52","  260","  260","14.1","18.1"
